"ID","CRASHDATE","NYCBOROUGH","ViolationDescription","ViolationCode"
15239717,"1/31/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15245174,"1/31/2020","BROOKLYN","BACKING UNSAFELY","1211A"
15245249,"1/31/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15245306,"1/31/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15245584,"1/31/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15147044,"2/1/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15147044,"2/1/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15150657,"2/1/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15151292,"2/1/2020","BROOKLYN","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15152888,"2/1/2020","BROOKLYN","UNSAFE TIRE","37535C"
15152950,"2/1/2020","STATEN ISLAND","FAILED TO KEEP RIGHT","1120A"
15157409,"2/1/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15157630,"2/1/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15159806,"2/1/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15164389,"2/1/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15164529,"2/1/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15164889,"2/1/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15165050,"2/1/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15168253,"2/1/2020","BROOKLYN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15169234,"2/1/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15169325,"2/1/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15169438,"2/1/2020","QUEENS","BACKING UNSAFELY","1211A"
15169879,"2/1/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15172429,"2/1/2020","MANHATTAN","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15173036,"2/1/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15173198,"2/1/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15173203,"2/1/2020","MANHATTAN","DRIV'G IN SHOULDER / LMT ACESS HGWH","1131"
15173241,"2/1/2020","STATEN ISLAND","MOVED FROM LANE UNSAFELY","1128A"
15173249,"2/1/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15173423,"2/1/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15173461,"2/1/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15173827,"2/1/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15174233,"2/1/2020","QUEENS","UNLICENSED OPERATOR","5091"
15177316,"2/1/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15177463,"2/1/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15178303,"2/1/2020","BROOKLYN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15179149,"2/1/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15179396,"2/1/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15180033,"2/1/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15180110,"2/1/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15180676,"2/1/2020","QUEENS","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15180729,"2/1/2020","QUEENS","FAILED TO USE DESIGNATED LANE","1128C"
15180859,"2/1/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15181708,"2/1/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15181834,"2/1/2020","QUEENS","UNLICENSED OPERATOR","5091"
15184887,"2/1/2020","BRONX","NO S BELT 4-9 BACKS","1229C1A"
15185006,"2/1/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15185380,"2/1/2020","BROOKLYN","DRIVING TO LFT OF PAVEMENT MARKINGS","1126A"
15186086,"2/1/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15186694,"2/1/2020","BRONX","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15187952,"2/1/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15190304,"2/1/2020","BROOKLYN","DROVE ACROSS HAZARD MARKING","1128D"
15190527,"2/1/2020","QUEENS","NO SEAT BELT DRIVER","1229C3"
15190545,"2/1/2020","QUEENS","AGGRAVATED UNLIC OPER. 1ST DEGREE","5113A"
15190877,"2/1/2020","QUEENS","UNLICENSED OPERATOR","5091"
15191036,"2/1/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15191450,"2/1/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15195197,"2/1/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15195770,"2/1/2020","BROOKLYN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15199245,"2/1/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15199343,"2/1/2020","BRONX","UNLICENSED OPERATOR","5091"
15200031,"2/1/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15205555,"2/1/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15206613,"2/1/2020","MANHATTAN","OPERATING W/O INSURANCE INF.","3191U"
15207137,"2/1/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15207232,"2/1/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15207314,"2/1/2020","QUEENS","DROVE ACROSS HAZARD MARKING","1128D"
15207434,"2/1/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15207591,"2/1/2020","QUEENS","UNSAFE TIRE","37535C"
15207606,"2/1/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15208421,"2/1/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15209370,"2/1/2020","BROOKLYN","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15214419,"2/1/2020","QUEENS","UNLICENSED OPERATOR","5091"
15214467,"2/1/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15214492,"2/1/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15214818,"2/1/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15214849,"2/1/2020","STATEN ISLAND","MOVED FROM LANE UNSAFELY","1128A"
15214874,"2/1/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15214986,"2/1/2020","BROOKLYN","IMPROPER RT TURN INTERSECTION","1160A"
15215153,"2/1/2020","QUEENS","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15220839,"2/1/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15221452,"2/1/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15222024,"2/1/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15222292,"2/1/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15223489,"2/1/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15223835,"2/1/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15224029,"2/1/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15224106,"2/1/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15224287,"2/1/2020","QUEENS","UNSAFE TIRE","37535C"
15224327,"2/1/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15224668,"2/1/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15225418,"2/1/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15226014,"2/1/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15227158,"2/1/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15227481,"2/1/2020","BRONX","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15227721,"2/1/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15228035,"2/1/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15228216,"2/1/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15228972,"2/1/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15229195,"2/1/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15229983,"2/1/2020","MANHATTAN","BACKING UNSAFELY","1211A"
15230037,"2/1/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15230744,"2/1/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15231167,"2/1/2020","BRONX","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15231300,"2/1/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15231564,"2/1/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15231621,"2/1/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15231698,"2/1/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15234303,"2/1/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15235383,"2/1/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15238008,"2/1/2020","MANHATTAN","IMPROPER SIGNAL","1163D"
15238204,"2/1/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15238440,"2/1/2020","QUEENS","UNLICENSED OPERATOR","5091"
15238686,"2/1/2020","MANHATTAN","FAILED TO USE DESIGNATED LANE","1128C"
15238891,"2/1/2020","QUEENS","DRIVERS VIEW OBSTRUCTED","37530"
15239684,"2/1/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15239770,"2/1/2020","STATEN ISLAND","UNLICENSED OPERATOR","5091"
15239859,"2/1/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15244783,"2/1/2020","BROOKLYN","UNSAFE STARTING","1162"
15245225,"2/1/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15245371,"2/1/2020","BRONX","DRIVING WHILE INTOXICATED","11923"
15245526,"2/1/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15245661,"2/1/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15150794,"2/2/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15151432,"2/2/2020","QUEENS","UNLICENSED OPERATOR","5091"
15151805,"2/2/2020","BRONX","FLD TO STOP @ STOP SIGN","1172A"
15151892,"2/2/2020","BRONX","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15152391,"2/2/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15152681,"2/2/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15157569,"2/2/2020","BROOKLYN","NO MIRROR/NO LEFTSIDE VIEW MIRROR","37510A"
15158389,"2/2/2020","BRONX","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15163254,"2/2/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15163343,"2/2/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15163826,"2/2/2020","MANHATTAN","OPERATING REGISTRATION SUSP/REVOKED","512"
15164384,"2/2/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15164765,"2/2/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15164822,"2/2/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15164979,"2/2/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15166066,"2/2/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15167957,"2/2/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15168201,"2/2/2020","BRONX","UNLICENSED OPERATOR","5091"
15168209,"2/2/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15168292,"2/2/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15168708,"2/2/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15169371,"2/2/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15169400,"2/2/2020","BROOKLYN","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15172349,"2/2/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15172489,"2/2/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15173191,"2/2/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15173309,"2/2/2020","QUEENS","DRIV'G IN SHOULDER / LMT ACESS HGWH","1131"
15173450,"2/2/2020","MANHATTAN","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15176680,"2/2/2020","QUEENS","FLD TO STOP @ STOP SIGN","1172A"
15177280,"2/2/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15177497,"2/2/2020","STATEN ISLAND","FOLLOWING TOO CLOSELY","1129A"
15178177,"2/2/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15178262,"2/2/2020","STATEN ISLAND","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15178835,"2/2/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15178902,"2/2/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15179134,"2/2/2020","BROOKLYN","BACKING UNSAFELY","1211A"
15180733,"2/2/2020","BROOKLYN","RECKLESS DRIVING","1212"
15180826,"2/2/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15180982,"2/2/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15181442,"2/2/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15182065,"2/2/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15183437,"2/2/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15184827,"2/2/2020","STATEN ISLAND","FLD/YLD RT-OF-WAY @ TRAF CRCLE/ISL","1145"
15185211,"2/2/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15190881,"2/2/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15190921,"2/2/2020","BROOKLYN","SPEED IN ZONE","1180D"
15191199,"2/2/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15194442,"2/2/2020","MANHATTAN","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15195507,"2/2/2020","BRONX","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15195726,"2/2/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15199245,"2/2/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15199453,"2/2/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15199559,"2/2/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15200485,"2/2/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15204155,"2/2/2020","BROOKLYN","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15204532,"2/2/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15205087,"2/2/2020","BRONX","THREW/DEPOSITED GLASS, ETC ON HGWY","1219A"
15205118,"2/2/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15205396,"2/2/2020","MANHATTAN","FAILED TO USE DESIGNATED LANE","1128C"
15205825,"2/2/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15206023,"2/2/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15206062,"2/2/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15206639,"2/2/2020","QUEENS","DRIVING WHILE INTOXICATED","11923"
15206910,"2/2/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15207210,"2/2/2020","BRONX","DRIVING WHILE INTOXICATED","11923"
15207431,"2/2/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15207605,"2/2/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15208026,"2/2/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15208293,"2/2/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15208598,"2/2/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15209208,"2/2/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15213862,"2/2/2020","STATEN ISLAND","UNLICENSED OPERATOR","5091"
15214454,"2/2/2020","QUEENS","REFUSAL TO TAKE BREATH TEST","11941B"
15214731,"2/2/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15214802,"2/2/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15221412,"2/2/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15221560,"2/2/2020","BROOKLYN","DISOBEYED TRAFFIC DEVICE","1110A"
15221607,"2/2/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15221657,"2/2/2020","MANHATTAN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15221939,"2/2/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15221992,"2/2/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15222120,"2/2/2020","BROOKLYN","AGGRAVATED UNLIC OPER. 1ST DEGREE","5113A"
15222197,"2/2/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15222271,"2/2/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15222340,"2/2/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15222360,"2/2/2020","BRONX","IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","1163A"
15222496,"2/2/2020","MANHATTAN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15223425,"2/2/2020","BROOKLYN","UNSAFE TIRE","37535C"
15224066,"2/2/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15224142,"2/2/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15225316,"2/2/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15226886,"2/2/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15227467,"2/2/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15227812,"2/2/2020","STATEN ISLAND","BACKING UNSAFELY","1211A"
15228090,"2/2/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15228547,"2/2/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15228691,"2/2/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ YLD SIGN","1142B"
15228910,"2/2/2020","BROOKLYN","UNSAFE TIRE","37535C"
15229001,"2/2/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15229267,"2/2/2020","MANHATTAN","OPERATING REGISTRATION SUSP/REVOKED","512"
15229535,"2/2/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15230220,"2/2/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15231464,"2/2/2020","QUEENS","IMPROPER OR UNSAFE TURN/WITHOUT SIGNAL","1163A"
15235214,"2/2/2020","QUEENS","FLD TO WARN BYCL/PED/ANIMAL","1146"
15237632,"2/2/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15237634,"2/2/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15237893,"2/2/2020","MANHATTAN","FLD TO STOP @ STOP SIGN","1172A"
15238197,"2/2/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15238221,"2/2/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15238391,"2/2/2020","MANHATTAN","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15238474,"2/2/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15238905,"2/2/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15239481,"2/2/2020","BROOKLYN","FAILED TO USE DESIGNATED LANE","1128C"
15239688,"2/2/2020","BROOKLYN","FLD TO STOP SCHOOL BUS","1174A"
15241414,"2/2/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15245137,"2/2/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15245371,"2/2/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15245547,"2/2/2020","BRONX","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15147044,"2/3/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15150886,"2/3/2020","QUEENS","UNLICENSED OPERATOR","5091"
15151006,"2/3/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15151097,"2/3/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15151117,"2/3/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15151642,"2/3/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15156891,"2/3/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15158542,"2/3/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15158928,"2/3/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15159184,"2/3/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15159471,"2/3/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15159586,"2/3/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15159794,"2/3/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15159918,"2/3/2020","STATEN ISLAND","OPERATING REGISTRATION SUSP/REVOKED","512"
15159918,"2/3/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15162455,"2/3/2020","QUEENS","UNREGISTERED MOTOR VEHICLE","4011A"
15163311,"2/3/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15163343,"2/3/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15163744,"2/3/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15164133,"2/3/2020","BROOKLYN","FLD/YLD RT-OF-WAY TO EMERG VEHICLE","1144A"
15164924,"2/3/2020","BROOKLYN","FAILED TO USE DESIGNATED LANE","1128C"
15164956,"2/3/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15165000,"2/3/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15165131,"2/3/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15168254,"2/3/2020","QUEENS","FAILED TO USE DESIGNATED LANE","1128C"
15168704,"2/3/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15168858,"2/3/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15168999,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15170310,"2/3/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15172451,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15172478,"2/3/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15172864,"2/3/2020","BROOKLYN","IMPROPER U TURN","1160E"
15172896,"2/3/2020","MANHATTAN","OPERATING W/O INSURANCE INF.","3191U"
15173198,"2/3/2020","QUEENS","DRIV'G IN SHOULDER / LMT ACESS HGWH","1131"
15173203,"2/3/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15173490,"2/3/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15173681,"2/3/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15173719,"2/3/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15174199,"2/3/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15174259,"2/3/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15176258,"2/3/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15176710,"2/3/2020","QUEENS","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15177133,"2/3/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15177133,"2/3/2020","BROOKLYN","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15177472,"2/3/2020","MANHATTAN","NO S BELT 4-9 BACKS","1229C1B"
15177987,"2/3/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15178130,"2/3/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15178860,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15178966,"2/3/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15179239,"2/3/2020","BROOKLYN","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15179284,"2/3/2020","BROOKLYN","UNSAFE TIRE","37535C"
15180366,"2/3/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15180494,"2/3/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15180903,"2/3/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15181213,"2/3/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15181215,"2/3/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15181224,"2/3/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15181231,"2/3/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15185248,"2/3/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15185973,"2/3/2020","QUEENS","SPEED IN ZONE","1180D"
15185973,"2/3/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15186679,"2/3/2020","MANHATTAN","UNSAFE STARTING","1162"
15189763,"2/3/2020","BROOKLYN","REFUSAL TO TAKE BREATH TEST","11941B"
15190041,"2/3/2020","QUEENS","DISOBEYED TRAFFIC DEVICE","1110A"
15190250,"2/3/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15190387,"2/3/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15190468,"2/3/2020","BRONX","FLD/SURR/LIC/REG PLATES/REV-ART7","340A"
15190483,"2/3/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15190527,"2/3/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15190527,"2/3/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15190902,"2/3/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15191439,"2/3/2020","QUEENS","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
